numero_pedido;documento;vendedor;valor_pedido;data_pedido;origem_venda;canal;tipo_cupom;ano;mes;nome_mes;trimestre;dia_semana;ano_mes;semana_ano;faixa_valor;nome_cliente;status_cliente
PED100624;58.364.528/7559-78;Aline;424,87;2022-03-22;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Tuesday;2022-03;12;R$201-500;Amanda Souza;active
PED100625;29.986.150/1080-45;Keli;695,15;2022-03-05;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Saturday;2022-03;9;R$501-1000;Sofia Araujo;active
PED100626;66.648.883/6924-85;Adriana;1653,06;2022-03-26;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$1001-2000;Joana Ferreira;active
PED100627;34.422.210/4160-58;Carla;1633,76;2022-03-04;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$1001-2000;Fernanda Santos;active
PED100628;45.384.799/5177-11;Aline;312,41;2022-03-18;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;11;R$201-500;Gabriela Pereira;active
PED100629;53.534.577/5197-21;Fernanda;275,39;2022-03-10;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Gabriela Araujo;inactive
PED100630;76.819.849/3547-54;Tatiane;242,16;2022-03-28;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$201-500;Luiza Lima;active
PED100631;95.748.841/9831-67;Mariana;1675,72;2022-03-16;E-commerce;Site;Cashback;2022;3;Mar;Q1/2022;Wednesday;2022-03;11;R$1001-2000;Gabriela Rodrigues;active
PED100632;80.506.524/4815-89;Amanda;583,33;2022-03-18;E-commerce;App;Cashback;2022;3;Mar;Q1/2022;Friday;2022-03;11;R$501-1000;Amanda Carvalho;active
PED100633;71.596.541/2291-48;Vanessa;682,19;2022-03-12;E-commerce;Link;Frete Grátis;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$501-1000;Juliana Costa;active
PED100634;95.122.339/4667-80;Fernanda;813,62;2022-03-24;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Thursday;2022-03;12;R$501-1000;Mariana Ferreira;active
PED100635;76.314.731/4965-64;Tatiane;1436,58;2022-03-28;E-commerce;Link;Frete Grátis;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$1001-2000;Maria Santos;active
PED100636;42.536.761/2733-79;Débora;508,72;2022-03-26;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$501-1000;Renata Santos;active
PED100637;76.968.669/5071-53;Vanessa;1178,18;2022-03-30;E-commerce;App;Cashback;2022;3;Mar;Q1/2022;Wednesday;2022-03;13;R$1001-2000;Luiza Almeida;inactive
PED100638;29.694.339/7523-20;Vanessa;894,38;2022-03-26;E-commerce;Site;Cashback;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$501-1000;Beatriz Souza;active
PED100639;29.434.411/2076-77;Amanda;935,57;2022-03-19;E-commerce;Site;Parceiro;2022;3;Mar;Q1/2022;Saturday;2022-03;11;R$501-1000;Gabriela Araujo;active
PED100640;35.549.600/3120-82;Priscila;524,88;2022-03-09;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$501-1000;Luiza Martins;active
PED100641;47.143.796/5599-68;Patrícia;1019,73;2022-03-02;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;9;R$1001-2000;Leticia Oliveira;inactive
PED100642;53.672.222/5803-83;Mariana;353,8;2022-03-14;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Monday;2022-03;11;R$201-500;Camila Silva;active
PED100643;65.832.203/9530-79;Elaine;734,8;2022-03-04;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$501-1000;Camila Araujo;active
PED100644;76.595.290/8533-18;Luciana;1115,1;2022-03-09;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$1001-2000;Leticia Souza;active
PED100645;12.468.600/9561-76;Tatiane;264,05;2022-03-27;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;12;R$201-500;Isabela Costa;active
PED100646;87.959.285/2879-22;Adriana;1102,14;2022-03-13;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Sunday;2022-03;10;R$1001-2000;Mariana Silva;active
PED100647;56.410.373/7360-90;Juliana;1000,95;2022-03-19;E-commerce;App;Desconto;2022;3;Mar;Q1/2022;Saturday;2022-03;11;R$1001-2000;Leticia Lima;active
PED100648;60.830.181/5699-60;Renata;708,23;2022-03-01;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Tuesday;2022-03;9;R$501-1000;Joana Gomes;active
PED100649;73.129.565/6309-21;Simone;1023,01;2022-03-06;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;9;R$1001-2000;Camila Ferreira;active
PED100650;86.717.120/5159-46;Débora;455,19;2022-03-10;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Bruna Costa;active
PED100651;22.932.499/2526-95;Larissa;802,6;2022-03-06;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;9;R$501-1000;Patricia Pereira;active
PED100652;74.798.370/2546-64;Camila;1127,97;2022-03-10;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$1001-2000;Patricia Rodrigues;active
PED100653;45.151.820/8810-23;Débora;448,25;2022-03-15;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;11;R$201-500;Beatriz Martins;active
PED100654;73.424.825/8099-92;Aline;400,83;2022-03-23;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Wednesday;2022-03;12;R$201-500;Camila Oliveira;active
PED100655;80.798.342/4157-37;Priscila;3892,48;2022-03-04;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$2001-5000;Patricia Santos;active
PED100656;11.815.921/4845-49;Luciana;183,86;2022-03-23;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;12;Até R$200;Mariana Araujo;active
PED100657;95.735.301/6781-55;Vanessa;1138,88;2022-03-16;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Wednesday;2022-03;11;R$1001-2000;Juliana Almeida;active
PED100658;67.297.310/9081-15;Juliana;806,72;2022-03-26;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$501-1000;Patricia Martins;inactive
PED100659;10.957.255/7984-69;Camila;1103,39;2022-03-21;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$1001-2000;Clara Pereira;active
PED100660;96.542.866/9519-63;Camila;199,28;2022-03-10;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;Até R$200;Renata Ferreira;active
PED100661;16.640.659/7412-12;Patrícia;278,12;2022-03-10;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Mariana Almeida;active
PED100662;33.922.236/9434-40;Mariana;487,71;2022-03-04;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$201-500;Bruna Rodrigues;active
PED100663;37.390.747/8311-45;Elaine;640,09;2022-03-02;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;9;R$501-1000;Ana Nascimento;active
PED100664;48.734.685/5846-16;Fernanda;782,08;2022-03-07;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$501-1000;Gabriela Almeida;inactive
PED100665;73.131.435/3098-88;Vanessa;3097,36;2022-03-20;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;11;R$2001-5000;Amanda Martins;inactive
PED100666;24.358.877/8630-89;Amanda;2610,74;2022-03-25;E-commerce;Link;Desconto;2022;3;Mar;Q1/2022;Friday;2022-03;12;R$2001-5000;Luiza Pereira;inactive
PED100667;42.315.506/5494-36;Vanessa;534,25;2022-03-10;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$501-1000;Beatriz Santos;active
PED100668;84.311.225/7568-51;Débora;686,88;2022-03-17;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;11;R$501-1000;Mariana Souza;inactive
PED100669;70.452.795/9706-72;Fernanda;1383,91;2022-03-27;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;12;R$1001-2000;Patricia Gomes;active
PED100670;79.584.856/6178-78;Carla;973,74;2022-03-07;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$501-1000;Juliana Costa;inactive
PED100671;80.750.391/2587-40;Larissa;907,31;2022-03-25;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Friday;2022-03;12;R$501-1000;Clara Costa;active
PED100672;41.991.325/9714-19;Patrícia;548,26;2022-03-08;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;10;R$501-1000;Joana Nascimento;inactive
PED100673;30.922.617/3000-78;Keli;752,96;2022-03-22;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Tuesday;2022-03;12;R$501-1000;Beatriz Araujo;active
PED100674;30.289.324/7609-71;Elaine;1636,98;2022-03-10;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$1001-2000;Clara Costa;active
PED100675;53.882.177/5421-59;Vanessa;783,82;2022-03-26;E-commerce;Link;Frete Grátis;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$501-1000;Beatriz Silva;inactive
PED100676;38.834.231/8505-29;Amanda;365,91;2022-03-09;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$201-500;Leticia Costa;active
PED100677;73.792.635/5473-12;Carla;371,6;2022-03-21;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$201-500;Joana Souza;active
PED100678;37.762.275/5802-51;Adriana;573,79;2022-03-27;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Sunday;2022-03;12;R$501-1000;Mariana Costa;active
PED100679;61.275.934/5781-83;Larissa;1005,74;2022-03-24;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Thursday;2022-03;12;R$1001-2000;Clara Almeida;active
PED100680;54.602.347/2406-96;Bianca;199,97;2022-03-09;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;Até R$200;Isabela Gomes;active
PED100681;84.416.734/2925-18;Luciana;1327,23;2022-03-01;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Tuesday;2022-03;9;R$1001-2000;Fernanda Souza;inactive
PED100682;50.924.608/4832-69;Vanessa;3257,2;2022-03-22;E-commerce;App;Desconto;2022;3;Mar;Q1/2022;Tuesday;2022-03;12;R$2001-5000;Camila Martins;inactive
PED100683;88.309.214/5741-32;Larissa;1945,05;2022-03-26;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$1001-2000;Paula Santos;active
PED100684;15.629.109/1091-20;Amanda;447,43;2022-03-10;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Fernanda Oliveira;active
PED100685;22.309.840/9588-40;Amanda;475,61;2022-03-09;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$201-500;Paula Souza;active
PED100686;45.862.326/6043-85;Luciana;199,0;2022-03-13;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Sunday;2022-03;10;Até R$200;Isabela Gomes;inactive
PED100687;48.701.816/1890-81;Patrícia;543,98;2022-03-28;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$501-1000;Natalia Ferreira;inactive
PED100688;88.640.725/4690-35;Tatiane;1032,6;2022-03-24;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Thursday;2022-03;12;R$1001-2000;Bruna Silva;inactive
PED100689;25.643.549/4322-47;Patrícia;898,28;2022-03-20;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;11;R$501-1000;Sofia Araujo;active
PED100690;89.508.927/1974-33;Vanessa;319,72;2022-03-12;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$201-500;Clara Almeida;active
PED100691;92.541.744/5968-36;Amanda;289,76;2022-03-08;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;10;R$201-500;Camila Costa;active
PED100692;83.680.876/2211-70;Mariana;491,52;2022-03-09;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$201-500;Natalia Ferreira;active
PED100693;21.722.393/1588-28;Luciana;265,23;2022-03-10;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Beatriz Oliveira;active
PED100694;88.488.678/2558-70;Débora;1082,01;2022-03-03;E-commerce;Site;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;9;R$1001-2000;Fernanda Martins;active
PED100695;30.240.364/9330-84;Luciana;1462,78;2022-03-12;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$1001-2000;Gabriela Nascimento;active
PED100696;44.314.832/5330-84;Bianca;675,55;2022-03-10;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$501-1000;Bruna Silva;active
PED100697;47.327.301/8933-47;Vanessa;523,98;2022-03-04;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$501-1000;Beatriz Lima;active
PED100698;29.257.886/8860-65;Carla;1307,5;2022-03-12;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$1001-2000;Fernanda Lima;active
PED100699;39.213.303/5569-66;Bianca;904,69;2022-03-16;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;11;R$501-1000;Luiza Martins;active
PED100700;41.330.983/5798-81;Mariana;463,95;2022-03-17;E-commerce;Site;Cashback;2022;3;Mar;Q1/2022;Thursday;2022-03;11;R$201-500;Natalia Nascimento;active
PED100701;66.675.985/7099-37;Aline;672,42;2022-03-29;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$501-1000;Renata Martins;inactive
PED100702;71.696.563/4205-76;Fernanda;1134,14;2022-03-15;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Tuesday;2022-03;11;R$1001-2000;Fernanda Souza;active
PED100703;49.396.825/2792-55;Aline;1943,0;2022-03-21;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$1001-2000;Camila Martins;active
PED100704;70.390.619/1919-92;Priscila;216,17;2022-03-20;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;11;R$201-500;Gabriela Almeida;active
PED100705;23.341.876/8513-62;Simone;1712,63;2022-03-14;E-commerce;Link;Desconto;2022;3;Mar;Q1/2022;Monday;2022-03;11;R$1001-2000;Camila Nascimento;active
PED100706;60.879.306/7582-87;Carla;247,59;2022-03-26;E-commerce;App;Parceiro;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$201-500;Juliana Martins;active
PED100707;83.723.962/2050-79;Elaine;700,27;2022-03-07;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$501-1000;Juliana Nascimento;active
PED100708;62.733.129/4259-41;Juliana;2009,14;2022-03-28;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$2001-5000;Bruna Carvalho;inactive
PED100709;48.501.542/4561-26;Vanessa;942,24;2022-03-12;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$501-1000;Clara Ferreira;active
PED100710;43.459.228/5959-78;Keli;978,29;2022-03-06;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;9;R$501-1000;Bruna Carvalho;active
PED100711;15.381.468/4174-64;Juliana;817,72;2022-03-14;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Monday;2022-03;11;R$501-1000;Paula Gomes;active
PED100712;13.720.429/6214-17;Fernanda;1370,09;2022-03-20;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Sunday;2022-03;11;R$1001-2000;Bruna Costa;active
PED100713;49.396.825/2792-55;Aline;771,83;2022-03-23;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;12;R$501-1000;Camila Martins;active
PED100714;31.507.651/6228-83;Juliana;886,91;2022-03-28;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$501-1000;Natalia Lima;active
PED100715;56.437.793/9107-16;Vanessa;743,92;2022-03-18;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Friday;2022-03;11;R$501-1000;Beatriz Gomes;inactive
PED100716;15.766.347/4723-71;Amanda;370,39;2022-03-13;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;10;R$201-500;Camila Martins;active
PED100717;90.739.439/7582-25;Luciana;473,22;2022-03-18;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;11;R$201-500;Luiza Nascimento;inactive
PED100718;36.272.103/3901-97;Tatiane;1082,21;2022-03-24;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Thursday;2022-03;12;R$1001-2000;Isabela Rodrigues;active
PED100719;77.664.695/3593-85;Adriana;810,47;2022-03-25;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;12;R$501-1000;Juliana Gomes;active
PED100720;67.131.386/4114-16;Débora;4201,8;2022-03-07;E-commerce;Link;Desconto;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$2001-5000;Luiza Almeida;active
PED100721;81.555.208/7588-42;Fernanda;2603,86;2022-03-04;E-commerce;Site;Parceiro;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$2001-5000;Fernanda Souza;active
PED100722;14.721.808/2787-97;Tatiane;512,46;2022-03-29;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$501-1000;Beatriz Souza;active
PED100723;56.850.871/1364-44;Larissa;296,4;2022-03-13;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Sunday;2022-03;10;R$201-500;Isabela Martins;active
PED100724;26.300.860/1559-31;Amanda;1156,06;2022-03-21;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$1001-2000;Gabriela Nascimento;inactive
PED100725;69.181.462/2667-46;Adriana;394,39;2022-03-04;E-commerce;Link;Desconto;2022;3;Mar;Q1/2022;Friday;2022-03;9;R$201-500;Natalia Gomes;active
PED100726;33.743.725/9408-77;Mariana;660,92;2022-03-29;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$501-1000;Juliana Oliveira;inactive
PED100727;29.523.838/4257-40;Luciana;517,68;2022-03-30;E-commerce;Link;Cashback;2022;3;Mar;Q1/2022;Wednesday;2022-03;13;R$501-1000;Leticia Almeida;active
PED100728;89.777.555/7813-67;Renata;896,13;2022-03-10;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$501-1000;Bruna Rodrigues;inactive
PED100729;37.574.153/9823-72;Larissa;80,26;2022-03-23;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;12;Até R$200;Ana Silva;active
PED100730;30.351.334/2548-66;Vanessa;1987,22;2022-03-22;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Tuesday;2022-03;12;R$1001-2000;Renata Silva;active
PED100731;30.797.952/6316-19;Patrícia;1658,32;2022-03-03;E-commerce;Site;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;9;R$1001-2000;Bruna Silva;active
PED100732;40.942.434/8689-96;Keli;78,24;2022-03-29;E-commerce;Site;Cashback;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;Até R$200;Leticia Nascimento;active
PED100733;38.521.653/7164-51;Vanessa;255,62;2022-03-09;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$201-500;Ana Almeida;active
PED100734;31.935.118/1065-48;Renata;1220,26;2022-03-09;E-commerce;Link;Parceiro;2022;3;Mar;Q1/2022;Wednesday;2022-03;10;R$1001-2000;Mariana Santos;active
PED100735;48.891.992/6409-70;Patrícia;949,81;2022-03-02;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;9;R$501-1000;Isabela Silva;active
PED100736;36.272.103/3901-97;Camila;556,66;2022-03-15;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;11;R$501-1000;Isabela Rodrigues;active
PED100737;37.531.777/5468-82;Aline;675,61;2022-03-16;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Wednesday;2022-03;11;R$501-1000;Clara Nascimento;active
PED100738;77.419.705/5735-96;Patrícia;625,28;2022-03-23;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Wednesday;2022-03;12;R$501-1000;Patricia Almeida;active
PED100739;96.518.853/2222-88;Amanda;480,49;2022-03-17;E-commerce;Site;Parceiro;2022;3;Mar;Q1/2022;Thursday;2022-03;11;R$201-500;Paula Almeida;active
PED100740;83.462.991/7597-97;Juliana;254,94;2022-03-12;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Saturday;2022-03;10;R$201-500;Isabela Silva;active
PED100741;84.311.225/7568-51;Tatiane;967,74;2022-03-15;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Tuesday;2022-03;11;R$501-1000;Mariana Souza;inactive
PED100742;92.264.224/5287-95;Vanessa;1650,24;2022-03-17;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Thursday;2022-03;11;R$1001-2000;Beatriz Araujo;inactive
PED100743;40.791.101/4359-19;Mariana;742,82;2022-03-29;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$501-1000;Joana Nascimento;active
PED100744;24.504.774/7721-11;Aline;1107,92;2022-03-22;E-commerce;Link;Desconto;2022;3;Mar;Q1/2022;Tuesday;2022-03;12;R$1001-2000;Natalia Carvalho;active
PED100745;17.125.534/7316-53;Camila;448,95;2022-03-02;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Wednesday;2022-03;9;R$201-500;Fernanda Lima;inactive
PED100746;83.452.156/7183-89;Simone;375,78;2022-03-07;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$201-500;Clara Gomes;inactive
PED100747;87.176.608/9632-34;Débora;2081,92;2022-03-30;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Wednesday;2022-03;13;R$2001-5000;Isabela Gomes;active
PED100748;97.785.269/9102-58;Mariana;422,68;2022-03-21;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$201-500;Sofia Almeida;active
PED100749;24.835.750/9983-76;Fernanda;2455,69;2022-03-03;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;9;R$2001-5000;Clara Souza;active
PED100750;30.933.537/4749-67;Simone;1190,21;2022-03-29;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$1001-2000;Camila Rodrigues;active
PED100751;15.840.165/8115-13;Keli;904,74;2022-03-20;E-commerce;App;Parceiro;2022;3;Mar;Q1/2022;Sunday;2022-03;11;R$501-1000;Sofia Ferreira;inactive
PED100752;23.711.600/6661-87;Camila;614,77;2022-03-13;E-commerce;Link;Cashback;2022;3;Mar;Q1/2022;Sunday;2022-03;10;R$501-1000;Renata Santos;inactive
PED100753;68.691.885/5784-91;Renata;3384,77;2022-03-07;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;10;R$2001-5000;Sofia Almeida;active
PED100754;17.313.124/7911-82;Bianca;151,21;2022-03-03;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Thursday;2022-03;9;Até R$200;Natalia Martins;active
PED100755;30.825.319/4097-18;Camila;1147,16;2022-03-21;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;12;R$1001-2000;Sofia Nascimento;active
PED100756;29.681.619/2057-60;Patrícia;444,86;2022-03-10;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Thursday;2022-03;10;R$201-500;Juliana Ferreira;inactive
PED100757;65.217.352/9989-21;Mariana;148,69;2022-03-19;Loja Física;Loja;Cashback;2022;3;Mar;Q1/2022;Saturday;2022-03;11;Até R$200;Isabela Almeida;active
PED100758;47.696.748/7604-84;Débora;386,64;2022-03-28;Loja Física;Loja;Sem Cupom;2022;3;Mar;Q1/2022;Monday;2022-03;13;R$201-500;Sofia Silva;inactive
PED100759;34.605.424/5775-92;Simone;111,65;2022-03-21;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Monday;2022-03;12;Até R$200;Sofia Martins;active
PED100760;47.780.967/5890-84;Bianca;620,25;2022-03-18;Loja Física;Loja;Frete Grátis;2022;3;Mar;Q1/2022;Friday;2022-03;11;R$501-1000;Mariana Martins;active
PED100761;24.425.794/5111-82;Fernanda;397,94;2022-03-30;Loja Física;Loja;Desconto;2022;3;Mar;Q1/2022;Wednesday;2022-03;13;R$201-500;Gabriela Gomes;active
PED100762;12.827.840/5431-67;Patrícia;328,07;2022-03-27;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Sunday;2022-03;12;R$201-500;Isabela Santos;active
PED100763;45.563.903/6938-79;Juliana;282,27;2022-03-29;Loja Física;Loja;Parceiro;2022;3;Mar;Q1/2022;Tuesday;2022-03;13;R$201-500;Gabriela Santos;active
PED100764;66.963.499/1991-30;Vanessa;411,94;2022-03-25;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Friday;2022-03;12;R$201-500;Paula Nascimento;inactive
PED100765;40.318.111/7957-40;Luciana;1578,73;2022-03-01;E-commerce;App;Sem Cupom;2022;3;Mar;Q1/2022;Tuesday;2022-03;9;R$1001-2000;Mariana Santos;active
PED100766;78.239.399/5759-53;Vanessa;302,06;2022-03-05;E-commerce;Site;Sem Cupom;2022;3;Mar;Q1/2022;Saturday;2022-03;9;R$201-500;Patricia Lima;active
PED100767;32.184.246/4695-28;Mariana;804,68;2022-03-26;E-commerce;Link;Sem Cupom;2022;3;Mar;Q1/2022;Saturday;2022-03;12;R$501-1000;Fernanda Lima;active
PED100768;67.227.309/9444-28;Aline;445,56;2022-03-14;E-commerce;Site;Desconto;2022;3;Mar;Q1/2022;Monday;2022-03;11;R$201-500;Maria Santos;inactive
PED100769;48.324.676/6700-65;Renata;459,49;2022-03-08;E-commerce;Site;Frete Grátis;2022;3;Mar;Q1/2022;Tuesday;2022-03;10;R$201-500;Camila Almeida;active
